Break (Cursor) : Flexure stress at Break (Cursor),"769.11438",MPa
Modulus (Automatic Young's) : Modulus (Automatic Young's),"31220.30931",MPa
Specimen properties : Support span,"125.00000",mm
Specimen properties : Thickness,"4.11000",mm
Specimen properties : Width,"12.86000",mm
Specimen properties : Specimen label,"2A"

Time,Extension,Load,Flexure stress,Flexure strain (Extension)
(s),(mm),(N),(MPa),(mm/mm)
"47.30000","4.15817","232.14783","200.37396","0.00656"
"47.40000","4.16650","232.65125","200.80849","0.00658"
"47.50000","4.17490","232.95160","201.06773","0.00659"
"47.60000","4.18326","233.08459","201.18253","0.00660"
"47.70000","4.19154","233.73225","201.74153","0.00662"
"47.80000","4.19987","234.21407","202.15739","0.00663"
"47.90000","4.20819","234.55119","202.44838","0.00664"
"48.00000","4.21653","235.32893","203.11967","0.00665"
"48.10000","4.22486","235.50845","203.27463","0.00667"
"48.20000","4.23321","236.09883","203.78419","0.00668"
"48.30000","4.24156","236.52768","204.15436","0.00669"
"48.40000","4.24989","236.90779","204.48244","0.00671"
"48.50000","4.25821","237.52028","205.01109","0.00672"
"48.60000","4.26656","237.90135","205.34001","0.00673"
"48.70000","4.27490","238.23154","205.62500","0.00675"
"48.80000","4.28315","238.63188","205.97055","0.00676"
"48.90000","4.29148","239.09962","206.37428","0.00677"
"49.00000","4.29988","239.60995","206.81476","0.00679"
"49.10000","4.30824","240.14435","207.27602","0.00680"
"49.20000","4.31658","240.61259","207.68018","0.00681"
"49.30000","4.32488","241.00722","208.02078","0.00683"
"49.40000","4.33321","241.48061","208.42938","0.00684"
"49.50000","4.34156","241.68941","208.60960","0.00685"
"49.60000","4.34987","242.37111","209.19800","0.00687"
"49.70000","4.35812","242.83566","209.59897","0.00688"
"49.80000","4.36652","243.00133","209.74196","0.00689"
"49.90000","4.37488","243.55313","210.21823","0.00690"
"50.00000","4.38323","244.09883","210.68925","0.00692"
"50.10000","4.39162","244.33600","210.89395","0.00693"
"50.20000","4.39989","245.20447","211.64355","0.00694"
"50.30000","4.40824","245.47211","211.87457","0.00696"
"50.40000","4.41653","245.90930","212.25192","0.00697"
"50.50000","4.42480","246.28674","212.57770","0.00698"
"50.60000","4.43320","247.07707","213.25986","0.00700"
"50.70000","4.44155","246.83675","213.05243","0.00701"
"50.80000","4.44983","247.45003","213.58177","0.00702"
"50.90000","4.45823","248.23253","214.25717","0.00704"
"51.00000","4.46666","248.28471","214.30222","0.00705"
"51.10000","4.47486","248.78065","214.73027","0.00706"
"51.20000","4.48322","249.20923","215.10019","0.00708"
"51.30000","4.49151","249.76465","215.57959","0.00709"
"51.40000","4.49981","250.37025","216.10231","0.00710"
"51.50000","4.50822","250.63300","216.32909","0.00712"
"51.60000","4.51652","251.15794","216.78218","0.00713"
"51.70000","4.52484","251.72139","217.26851","0.00714"
"51.80000","4.53330","251.66858","217.22293","0.00715"
"51.90000","4.54162","252.04112","217.54448","0.00717"
"52.00000","4.54989","253.05632","218.42073","0.00718"
"52.10000","4.55820","253.19405","218.53961","0.00719"
"52.20000","4.56651","253.87914","219.13094","0.00721"
"52.30000","4.57484","254.24181","219.44397","0.00722"
"52.40000","4.58317","254.77689","219.90581","0.00723"
"52.50000","4.59152","255.40407","220.44714","0.00725"
"52.60000","4.59991","255.15944","220.23601","0.00726"
"52.70000","4.60825","256.01639","220.97566","0.00727"
"52.80000","4.61658","256.14081","221.08305","0.00729"
"52.90000","4.62491","257.16202","221.96449","0.00730"
"53.00000","4.63323","257.17136","221.97255","0.00731"
"53.10000","4.64150","257.34177","222.11963","0.00733"
"53.20000","4.64979","258.31720","222.96156","0.00734"
"53.30000","4.65816","258.55881","223.17010","0.00735"
"53.40000","4.66657","259.08499","223.62427","0.00736"
"53.50000","4.67488","259.67270","224.13153","0.00738"
"53.60000","4.68322","260.02798","224.43819","0.00739"
"53.70000","4.69158","260.36044","224.72514","0.00740"
"53.80000","4.69990","261.02286","225.29691","0.00742"
"53.90000","4.70824","261.56863","225.76797","0.00743"
"54.00000","4.71647","261.81006","225.97636","0.00744"
"54.10000","4.72481","262.13388","226.25586","0.00746"
"54.20000","4.73321","262.77808","226.81189","0.00747"
"54.30000","4.74152","262.88620","226.90521","0.00748"
"54.40000","4.74989","263.13315","227.11836","0.00750"
"54.50000","4.75827","263.53156","227.46223","0.00751"
"54.60000","4.76658","264.30118","228.12653","0.00752"
"54.70000","4.77489","264.61908","228.40091","0.00754"
"54.80000","4.78324","265.01474","228.74242","0.00755"
"54.90000","4.79152","265.58646","229.23589","0.00756"
"55.00000","4.79985","265.93323","229.53519","0.00758"
"55.10000","4.80816","266.38968","229.92917","0.00759"
"55.20000","4.81650","266.60880","230.11830","0.00760"
"55.30000","4.82492","267.25424","230.67540","0.00761"
"55.40000","4.83328","267.43872","230.83463","0.00763"
"55.50000","4.84157","268.21176","231.50186","0.00764"
"55.60000","4.84988","268.60056","231.83745","0.00765"
"55.70000","4.85820","268.82767","232.03348","0.00767"
"55.80000","4.86654","269.55234","232.65895","0.00768"
"55.90000","4.87483","269.68158","232.77051","0.00769"
"56.00000","4.88313","270.19287","233.21182","0.00771"
"56.10000","4.89154","270.83487","233.76595","0.00772"
"56.20000","4.89993","271.36722","234.22543","0.00773"
"56.30000","4.90822","271.92465","234.70657","0.00775"
"56.40000","4.91656","272.18015","234.92709","0.00776"
"56.50000","4.92487","272.63461","235.31937","0.00777"
"56.60000","4.93321","272.78702","235.45091","0.00779"
"56.70000","4.94152","273.28497","235.88071","0.00780"
"56.80000","4.94984","273.62912","236.17775","0.00781"
"56.90000","4.95820","274.13913","236.61797","0.00783"
"57.00000","4.96656","274.56451","236.98512","0.00784"
"57.10000","4.97487","275.09045","237.43907","0.00785"
"57.20000","4.98325","275.20493","237.53789","0.00786"
"57.30000","4.99158","276.16064","238.36279","0.00788"
"57.40000","4.99983","276.55508","238.70325","0.00789"
"57.50000","5.00816","276.87842","238.98233","0.00790"
"57.60000","5.01653","277.42087","239.45053","0.00792"
"57.70000","5.02488","277.54245","239.55547","0.00793"
"57.80000","5.03324","278.25040","240.16652","0.00794"
"57.90000","5.04156","278.50012","240.38206","0.00796"
"58.00000","5.04987","278.81363","240.65266","0.00797"
"58.10000","5.05825","279.37595","241.13802","0.00798"
"58.20000","5.06657","280.05560","241.72466","0.00800"
"58.30000","5.07480","280.30515","241.94003","0.00801"
"58.40000","5.08316","280.81454","242.37971","0.00802"
"58.50000","5.09155","280.97116","242.51489","0.00804"
"58.60000","5.09989","281.55267","243.01682","0.00805"
"58.70000","5.10825","282.06140","243.45592","0.00806"
"58.80000","5.11658","282.42270","243.76776","0.00808"
"58.90000","5.12490","282.88101","244.16335","0.00809"
"59.00000","5.13322","283.06879","244.32542","0.00810"
"59.10000","5.14151","283.55307","244.74342","0.00811"
"59.20000","5.14982","283.95685","245.09193","0.00813"
"59.30000","5.15820","284.25699","245.35100","0.00814"
"59.40000","5.16649","284.88623","245.89412","0.00815"
"59.50000","5.17487","285.22513","246.18663","0.00817"
"59.60000","5.18329","285.95401","246.81575","0.00818"
"59.70000","5.19160","286.18503","247.01515","0.00819"
"59.80000","5.19990","286.58133","247.35721","0.00821"
"59.90000","5.20818","286.72098","247.47774","0.00822"
"60.00000","5.21652","287.42349","248.08411","0.00823"
"60.10000","5.22487","287.74921","248.36523","0.00825"
"60.20000","5.23317","288.53094","249.03998","0.00826"
"60.30000","5.24150","288.81149","249.28214","0.00827"
"60.40000","5.24989","288.99115","249.43719","0.00829"
"60.50000","5.25829","289.38104","249.77373","0.00830"
"60.60000","5.26659","289.74625","250.08894","0.00831"
"60.70000","5.27489","290.46161","250.70639","0.00833"
"60.80000","5.28321","290.77667","250.97833","0.00834"
"60.90000","5.29153","291.19681","251.34097","0.00835"
"61.00000","5.29982","291.58542","251.67639","0.00836"
"61.10000","5.30819","291.98343","252.01993","0.00838"
"61.20000","5.31652","292.41397","252.39154","0.00839"
"61.30000","5.32488","293.21429","253.08232","0.00840"
"61.40000","5.33328","293.28259","253.14128","0.00842"
"61.50000","5.34156","294.01270","253.77145","0.00843"
"61.60000","5.34991","293.86292","253.64217","0.00844"
"61.70000","5.35823","294.69525","254.36058","0.00846"
"61.80000","5.36647","294.67566","254.34367","0.00847"
"61.90000","5.37481","295.70071","255.22842","0.00848"
"62.00000","5.38322","295.72388","255.24843","0.00850"
"62.10000","5.39153","296.48392","255.90443","0.00851"
"62.20000","5.39987","296.96033","256.31564","0.00852"
"62.30000","5.40823","297.07452","256.41422","0.00854"
"62.40000","5.41659","297.29877","256.60776","0.00855"
"62.50000","5.42494","297.95554","257.17462","0.00856"
"62.60000","5.43317","298.27576","257.45102","0.00857"
"62.70000","5.44147","298.78760","257.89282","0.00859"
"62.80000","5.44984","299.38025","258.40436","0.00860"
"62.90000","5.45818","299.79239","258.76007","0.00861"
"63.00000","5.46654","299.91559","258.86642","0.00863"
"63.10000","5.47491","300.88489","259.70306","0.00864"
"63.20000","5.48324","300.70087","259.54422","0.00865"
"63.30000","5.49161","301.28619","260.04944","0.00867"
"63.40000","5.49991","301.44736","260.18854","0.00868"
"63.50000","5.50817","302.26184","260.89154","0.00869"
"63.60000","5.51653","302.60001","261.18341","0.00871"
"63.70000","5.52481","302.90714","261.44852","0.00872"
"63.80000","5.53314","303.29803","261.78592","0.00873"
"63.90000","5.54156","303.79327","262.21338","0.00875"
"64.00000","5.54991","304.28571","262.63840","0.00876"
"64.10000","5.55826","304.79495","263.07794","0.00877"
"64.20000","5.56656","305.08392","263.32736","0.00879"
"64.30000","5.57485","305.70505","263.86346","0.00880"
"64.40000","5.58323","306.27618","264.35645","0.00881"
"64.50000","5.59152","306.41357","264.47504","0.00882"
"64.60000","5.59976","307.03653","265.01273","0.00884"
"64.70000","5.60817","307.61176","265.50922","0.00885"
"64.80000","5.61657","307.60693","265.50507","0.00886"
"64.90000","5.62492","308.16562","265.98727","0.00888"
"65.00000","5.63326","308.54694","266.31641","0.00889"
"65.10000","5.64156","308.66827","266.42114","0.00890"
"65.20000","5.64992","309.14880","266.83588","0.00892"
"65.30000","5.65819","309.89948","267.48383","0.00893"
"65.40000","5.66650","310.60144","268.08972","0.00894"
"65.50000","5.67484","310.76660","268.23227","0.00896"
"65.60000","5.68321","311.13809","268.55292","0.00897"
"65.70000","5.69156","311.74124","269.07352","0.00898"
"65.80000","5.69989","311.93515","269.24088","0.00900"
"65.90000","5.70825","312.31454","269.56833","0.00901"
"66.00000","5.71654","312.73907","269.93475","0.00902"
"66.10000","5.72485","313.35809","270.46906","0.00904"
"66.20000","5.73318","313.70261","270.76642","0.00905"
"66.30000","5.74155","313.95511","270.98438","0.00906"
"66.40000","5.74987","314.66010","271.59286","0.00907"
"66.50000","5.75822","314.71762","271.64252","0.00909"
"66.60000","5.76654","315.29410","272.14008","0.00910"
"66.70000","5.77490","315.61234","272.41476","0.00911"
"66.80000","5.78329","316.35190","273.05310","0.00913"
"66.90000","5.79151","316.82846","273.46445","0.00914"
"67.00000","5.79982","316.72107","273.37173","0.00915"
"67.10000","5.80820","317.24857","273.82706","0.00917"
"67.20000","5.81654","317.84894","274.34525","0.00918"
"67.30000","5.82489","318.22681","274.67139","0.00919"
"67.40000","5.83322","318.62302","275.01337","0.00921"
"67.50000","5.84155","319.02194","275.35770","0.00922"
"67.60000","5.84990","319.36728","275.65576","0.00923"
"67.70000","5.85823","319.53427","275.79990","0.00925"
"67.80000","5.86652","319.93787","276.14825","0.00926"
"67.90000","5.87486","320.49603","276.63004","0.00927"
"68.00000","5.88319","321.34406","277.36200","0.00929"
"68.10000","5.89151","321.68442","277.65576","0.00930"
"68.20000","5.89988","321.86169","277.80878","0.00931"
"68.30000","5.90828","322.30966","278.19543","0.00932"
"68.40000","5.91658","322.83496","278.64883","0.00934"
"68.50000","5.92486","323.15073","278.92139","0.00935"
"68.60000","5.93320","323.52496","279.24438","0.00936"
"68.70000","5.94153","324.25662","279.87592","0.00938"
"68.80000","5.94987","324.48822","280.07581","0.00939"
"68.90000","5.95815","324.90289","280.43375","0.00940"
"69.00000","5.96650","325.23309","280.71875","0.00942"
"69.10000","5.97491","325.69781","281.11984","0.00943"
"69.20000","5.98327","325.85034","281.25150","0.00944"
"69.30000","5.99155","326.53394","281.84152","0.00946"
"69.40000","5.99988","326.58615","281.88660","0.00947"
"69.50000","6.00821","327.45511","282.63663","0.00948"
"69.60000","6.01652","327.56516","282.73163","0.00950"
"69.70000","6.02487","328.12460","283.21448","0.00951"
"69.80000","6.03316","328.65927","283.67596","0.00952"
"69.90000","6.04153","329.13138","284.08347","0.00953"
"70.00000","6.04990","329.37204","284.29120","0.00955"
"70.10000","6.05823","330.07236","284.89566","0.00956"
"70.20000","6.06659","330.18134","284.98972","0.00957"
"70.30000","6.07489","330.40576","285.18344","0.00959"
"70.40000","6.08319","330.87662","285.58984","0.00960"
"70.50000","6.09149","331.54675","286.16824","0.00961"
"70.60000","6.09981","332.01813","286.57510","0.00963"
"70.70000","6.10819","332.46460","286.96048","0.00964"
"70.80000","6.11655","332.76010","287.21555","0.00965"
"70.90000","6.12483","333.24136","287.63092","0.00967"
"71.00000","6.13326","333.41583","287.78152","0.00968"
"71.10000","6.14167","334.13522","288.40244","0.00969"
"71.20000","6.14983","334.26767","288.51675","0.00971"
"71.30000","6.15818","334.51382","288.72922","0.00972"
"71.40000","6.16650","335.15842","289.28558","0.00973"
"71.50000","6.17482","335.74747","289.79401","0.00975"
"71.60000","6.18324","336.44388","290.39511","0.00976"
"71.70000","6.19152","336.43881","290.39075","0.00977"
"71.80000","6.19988","336.89740","290.78656","0.00978"
"71.90000","6.20830","336.93549","290.81943","0.00980"
"72.00000","6.21659","337.45593","291.26865","0.00981"
"72.10000","6.22489","338.01907","291.75470","0.00982"
"72.20000","6.23323","338.47742","292.15033","0.00984"
"72.30000","6.24146","338.95062","292.55878","0.00985"
"72.40000","6.24981","339.40308","292.94928","0.00986"
"72.50000","6.25821","339.63437","293.14893","0.00988"
"72.60000","6.26651","339.98029","293.44751","0.00989"
"72.70000","6.27496","340.50061","293.89661","0.00990"
"72.80000","6.28325","340.72650","294.09158","0.00992"
"72.90000","6.29153","341.42499","294.69446","0.00993"
"73.00000","6.29991","341.76981","294.99210","0.00994"
"73.10000","6.30821","342.19727","295.36105","0.00996"
"73.20000","6.31644","342.43497","295.56622","0.00997"
"73.30000","6.32481","342.86804","295.94000","0.00998"
"73.40000","6.33321","343.27118","296.28796","0.01000"
"73.50000","6.34158","343.61246","296.58255","0.01001"
"73.60000","6.34991","344.04596","296.95670","0.01002"
"73.70000","6.35825","344.64835","297.47665","0.01003"
"73.80000","6.36659","344.77972","297.59003","0.01005"
"73.90000","6.37489","345.43500","298.15564","0.01006"
"74.00000","6.38319","345.68518","298.37158","0.01007"
"74.10000","6.39148","346.20294","298.81845","0.01009"
"74.20000","6.39984","346.62021","299.17862","0.01010"
"74.30000","6.40822","347.14978","299.63571","0.01011"
"74.40000","6.41655","347.72318","300.13062","0.01013"
"74.50000","6.42492","348.05499","300.41702","0.01014"
"74.60000","6.43326","348.15628","300.50446","0.01015"
"74.70000","6.44156","348.60785","300.89423","0.01017"
"74.80000","6.44987","348.91379","301.15826","0.01018"
"74.90000","6.45819","349.38687","301.56662","0.01019"
"75.00000","6.46651","350.10306","302.18478","0.01021"
"75.10000","6.47486","350.28494","302.34177","0.01022"
"75.20000","6.48317","350.95044","302.91617","0.01023"
"75.30000","6.49154","351.28079","303.20132","0.01025"
"75.40000","6.49996","351.59409","303.47174","0.01026"
"75.50000","6.50823","352.02829","303.84650","0.01027"
"75.60000","6.51653","352.68158","304.41037","0.01028"
"75.70000","6.52486","352.80121","304.51364","0.01030"
"75.80000","6.53321","353.24152","304.89368","0.01031"
"75.90000","6.54155","353.87027","305.43637","0.01032"
"76.00000","6.54983","354.01642","305.56253","0.01034"
"76.10000","6.55817","354.24661","305.76120","0.01035"
"76.20000","6.56656","354.68216","306.13715","0.01036"
"76.30000","6.57494","355.57227","306.90543","0.01038"
"76.40000","6.58320","355.61349","306.94101","0.01039"
"76.50000","6.59155","355.93655","307.21985","0.01040"
"76.60000","6.59984","356.78430","307.95157","0.01042"
"76.70000","6.60818","356.80203","307.96686","0.01043"
"76.80000","6.61653","357.54929","308.61185","0.01044"
"76.90000","6.62490","357.93149","308.94174","0.01046"
"77.00000","6.63324","357.87216","308.89053","0.01047"
"77.10000","6.64155","358.55878","309.48315","0.01048"
"77.20000","6.64988","358.72653","309.62796","0.01050"
"77.30000","6.65825","359.51978","310.31262","0.01051"
"77.40000","6.66656","359.64795","310.42328","0.01052"
"77.50000","6.67479","360.02142","310.74564","0.01053"
"77.60000","6.68316","360.84818","311.45923","0.01055"
"77.70000","6.69156","361.04745","311.63123","0.01056"
"77.80000","6.69989","361.73206","312.22211","0.01057"
"77.90000","6.70824","361.54529","312.06091","0.01059"
"78.00000","6.71656","362.47754","312.86557","0.01060"
"78.10000","6.72487","362.81528","313.15707","0.01061"
"78.20000","6.73325","362.87930","313.21234","0.01063"
"78.30000","6.74156","363.51651","313.76233","0.01064"
"78.40000","6.74979","364.04614","314.21948","0.01065"
"78.50000","6.75819","364.37393","314.50241","0.01067"
"78.60000","6.76655","364.66669","314.75510","0.01068"
"78.70000","6.77490","365.07007","315.10327","0.01069"
"78.80000","6.78327","365.65393","315.60721","0.01071"
"78.90000","6.79155","365.98526","315.89319","0.01072"
"79.00000","6.79990","366.23798","316.11133","0.01073"
"79.10000","6.80820","366.46799","316.30984","0.01074"
"79.20000","6.81644","367.06821","316.82791","0.01076"
"79.30000","6.82485","367.43851","317.14752","0.01077"
"79.40000","6.83324","368.02264","317.65173","0.01078"
"79.50000","6.84149","368.45694","318.02658","0.01080"
"79.60000","6.84993","368.94333","318.44638","0.01081"
"79.70000","6.85832","369.23489","318.69806","0.01082"
"79.80000","6.86651","369.84012","319.22043","0.01084"
"79.90000","6.87489","370.07706","319.42496","0.01085"
"80.00000","6.88318","370.47699","319.77014","0.01086"
"80.10000","6.89151","370.62180","319.89514","0.01088"
"80.20000","6.89988","371.45074","320.61063","0.01089"
"80.30000","6.90819","371.65646","320.78818","0.01090"
"80.40000","6.91650","371.81116","320.92169","0.01092"
"80.50000","6.92495","372.30011","321.34375","0.01093"
"80.60000","6.93328","373.12769","322.05804","0.01094"
"80.70000","6.94156","373.49606","322.37601","0.01096"
"80.80000","6.94987","374.13419","322.92679","0.01097"
"80.90000","6.95816","374.25925","323.03473","0.01098"
"81.00000","6.96649","374.40836","323.16342","0.01099"
"81.10000","6.97483","374.99954","323.67371","0.01101"
"81.20000","6.98320","375.35175","323.97769","0.01102"
"81.30000","6.99158","375.79178","324.35751","0.01103"
"81.40000","6.99990","376.14319","324.66083","0.01105"
"81.50000","7.00823","376.40887","324.89014","0.01106"
"81.60000","7.01657","377.07510","325.46518","0.01107"
"81.70000","7.02490","377.35757","325.70898","0.01109"
"81.80000","7.03317","377.68185","325.98889","0.01110"
"81.90000","7.04146","378.21820","326.45181","0.01111"
"82.00000","7.04982","378.51016","326.70383","0.01113"
"82.10000","7.05824","379.01761","327.14182","0.01114"
"82.20000","7.06655","379.34625","327.42548","0.01115"
"82.30000","7.07490","379.79123","327.80954","0.01117"
"82.40000","7.08325","380.04044","328.02466","0.01118"
"82.50000","7.09157","380.28970","328.23981","0.01119"
"82.60000","7.09989","380.73218","328.62170","0.01121"
"82.70000","7.10814","381.42014","329.21552","0.01122"
"82.80000","7.11647","381.95743","329.67926","0.01123"
"82.90000","7.12487","382.20224","329.89056","0.01124"
"83.00000","7.13318","382.53284","330.17593","0.01126"
"83.10000","7.14155","383.22211","330.77084","0.01127"
"83.20000","7.14993","383.40063","330.92496","0.01128"
"83.30000","7.15824","383.89819","331.35440","0.01130"
"83.40000","7.16656","384.24310","331.65210","0.01131"
"83.50000","7.17489","384.70743","332.05289","0.01132"
"83.60000","7.18316","384.85577","332.18091","0.01134"
"83.70000","7.19153","385.42355","332.67099","0.01135"
"83.80000","7.19982","385.80063","332.99646","0.01136"
"83.90000","7.20817","386.04138","333.20425","0.01138"
"84.00000","7.21659","386.51154","333.61005","0.01139"
"84.10000","7.22492","386.92825","333.96973","0.01140"
"84.20000","7.23320","387.34851","334.33249","0.01142"
"84.30000","7.24153","387.75665","334.68475","0.01143"
"84.40000","7.24989","388.17126","335.04263","0.01144"
"84.50000","7.25820","388.65152","335.45715","0.01146"
"84.60000","7.26651","388.72885","335.52390","0.01147"
"84.70000","7.27481","389.23773","335.96313","0.01148"
"84.80000","7.28319","389.69666","336.35922","0.01149"
"84.90000","7.29160","390.18228","336.77838","0.01151"
"85.00000","7.29990","390.42969","336.99194","0.01152"
"85.10000","7.30823","390.90659","337.40356","0.01153"
"85.20000","7.31654","391.45184","337.87418","0.01155"
"85.30000","7.32487","391.82935","338.20001","0.01156"
"85.40000","7.33319","392.06094","338.39993","0.01157"
"85.50000","7.34153","392.51645","338.79309","0.01159"
"85.60000","7.34988","392.73569","338.98230","0.01160"
"85.70000","7.35824","393.32870","339.49417","0.01161"
"85.80000","7.36653","393.68707","339.80350","0.01163"
"85.90000","7.37491","393.98682","340.06219","0.01164"
"86.00000","7.38326","394.56485","340.56113","0.01165"
"86.10000","7.39150","394.63110","340.61832","0.01167"
"86.20000","7.39985","395.34274","341.23254","0.01168"
"86.30000","7.40819","395.65802","341.50467","0.01169"
"86.40000","7.41654","396.03772","341.83240","0.01171"
"86.50000","7.42491","396.61081","342.32706","0.01172"
"86.60000","7.43324","396.91913","342.59317","0.01173"
"86.70000","7.44154","397.16592","342.80618","0.01174"
"86.80000","7.44990","397.52625","343.11719","0.01176"
"86.90000","7.45826","397.94891","343.48203","0.01177"
"87.00000","7.46648","398.49121","343.95007","0.01178"
"87.10000","7.47483","398.71747","344.14539","0.01180"
"87.20000","7.48321","399.18832","344.55179","0.01181"
"87.30000","7.49155","399.66147","344.96017","0.01182"
"87.40000","7.49990","400.14096","345.37402","0.01184"
"87.50000","7.50821","400.32053","345.52902","0.01185"
"87.60000","7.51658","400.69476","345.85205","0.01186"
"87.70000","7.52487","401.05969","346.16702","0.01188"
"87.80000","7.53317","401.35419","346.42120","0.01189"
"87.90000","7.54150","401.89505","346.88803","0.01190"
"88.00000","7.54986","402.35083","347.28143","0.01192"
"88.10000","7.55817","403.00595","347.84689","0.01193"
"88.20000","7.56654","403.12827","347.95248","0.01194"
"88.30000","7.57496","403.16412","347.98343","0.01196"
"88.40000","7.58327","404.09732","348.78888","0.01197"
"88.50000","7.59156","404.43912","349.08389","0.01198"
"88.60000","7.59984","404.69009","349.30054","0.01199"
"88.70000","7.60819","405.06781","349.62656","0.01201"
"88.80000","7.61653","405.49271","349.99329","0.01202"
"88.90000","7.62483","405.82874","350.28333","0.01203"
"89.00000","7.63316","406.13321","350.54614","0.01205"
"89.10000","7.64157","406.47815","350.84387","0.01206"
"89.20000","7.64995","406.85309","351.16748","0.01207"
"89.30000","7.65827","407.55551","351.77377","0.01209"
"89.40000","7.66655","407.61902","351.82858","0.01210"
"89.50000","7.67487","408.46478","352.55859","0.01211"
"89.60000","7.68317","408.52939","352.61435","0.01213"
"89.70000","7.69148","409.20303","353.19580","0.01214"
"89.80000","7.69986","409.27264","353.25586","0.01215"
"89.90000","7.70818","409.92584","353.81967","0.01217"
"90.00000","7.71655","410.04819","353.92526","0.01218"
"90.10000","7.72495","410.47824","354.29645","0.01219"
"90.20000","7.73324","410.56360","354.37015","0.01220"
"90.30000","7.74158","411.06857","354.80600","0.01222"
"90.40000","7.74989","411.64243","355.30130","0.01223"
"90.50000","7.75815","412.23352","355.81149","0.01224"
"90.60000","7.76646","412.43100","355.98193","0.01226"
"90.70000","7.77490","413.18536","356.63306","0.01227"
"90.80000","7.78320","413.36853","356.79117","0.01228"
"90.90000","7.79153","413.49323","356.89877","0.01230"
"91.00000","7.79990","413.99481","357.33173","0.01231"
"91.10000","7.80825","414.45486","357.72882","0.01232"
"91.20000","7.81660","414.87378","358.09039","0.01234"
"91.30000","7.82482","415.16617","358.34274","0.01235"
"91.40000","7.83313","415.82001","358.90710","0.01236"
"91.50000","7.84152","415.74869","358.84555","0.01238"
"91.60000","7.84985","416.21054","359.24420","0.01239"
"91.70000","7.85821","416.64127","359.61597","0.01240"
"91.80000","7.86659","416.90625","359.84467","0.01242"
"91.90000","7.87492","417.70966","360.53812","0.01243"
"92.00000","7.88325","417.75223","360.57486","0.01244"
"92.10000","7.89158","418.33908","361.08139","0.01245"
"92.20000","7.89983","418.89941","361.56503","0.01247"
"92.30000","7.90819","418.84790","361.52057","0.01248"
"92.40000","7.91651","419.43274","362.02536","0.01249"
"92.50000","7.92480","419.73328","362.28476","0.01251"
"92.60000","7.93323","419.78110","362.32605","0.01252"
"92.70000","7.94158","420.57932","363.01501","0.01253"
"92.80000","7.94992","420.95178","363.33649","0.01255"
"92.90000","7.95824","421.21188","363.56100","0.01256"
"93.00000","7.96654","422.02512","364.26294","0.01257"
"93.10000","7.97490","422.26016","364.46579","0.01259"
"93.20000","7.98319","422.55841","364.72324","0.01260"
"93.30000","7.99144","423.12949","365.21616","0.01261"
"93.40000","7.99985","423.48975","365.52710","0.01263"
"93.50000","8.00825","423.55869","365.58661","0.01264"
"93.60000","8.01658","423.64850","365.66412","0.01265"
"93.70000","8.02491","424.29703","366.22388","0.01267"
"93.80000","8.03322","424.63062","366.51181","0.01268"
"93.90000","8.04155","425.12335","366.93710","0.01269"
"94.00000","8.04987","425.38785","367.16541","0.01270"
"94.10000","8.05815","425.80508","367.52554","0.01272"
"94.20000","8.06651","426.03891","367.72736","0.01273"
"94.30000","8.07488","426.68100","368.28156","0.01274"
"94.40000","8.08323","427.07724","368.62357","0.01276"
"94.50000","8.09156","427.46133","368.95511","0.01277"
"94.60000","8.09991","427.90237","369.33578","0.01278"
"94.70000","8.10822","428.06653","369.47745","0.01280"
"94.80000","8.11653","428.44702","369.80588","0.01281"
"94.90000","8.12483","429.17889","370.43756","0.01282"
"95.00000","8.13323","429.02527","370.30496","0.01284"
"95.10000","8.14153","429.49860","370.71353","0.01285"
"95.20000","8.14988","430.16113","371.28537","0.01286"
"95.30000","8.15819","430.41812","371.50720","0.01288"
"95.40000","8.16656","431.01389","372.02142","0.01289"
"95.50000","8.17495","430.94528","371.96219","0.01290"
"95.60000","8.18318","431.62842","372.55182","0.01292"
"95.70000","8.19148","431.97974","372.85507","0.01293"
"95.80000","8.19986","432.17377","373.02255","0.01294"
"95.90000","8.20820","432.50397","373.30756","0.01295"
"96.00000","8.21655","433.14951","373.86475","0.01297"
"96.10000","8.22489","433.67575","374.31894","0.01298"
"96.20000","8.23322","433.88968","374.50360","0.01299"
"96.30000","8.24157","434.21463","374.78409","0.01301"
"96.40000","8.24990","434.67297","375.17969","0.01302"
"96.50000","8.25817","435.02777","375.48593","0.01303"
"96.60000","8.26652","435.44388","375.84506","0.01305"
"96.70000","8.27486","435.92871","376.26355","0.01306"
"96.80000","8.28318","436.34839","376.62579","0.01307"
"96.90000","8.29155","436.59073","376.83496","0.01309"
"97.00000","8.29994","436.87604","377.08121","0.01310"
"97.10000","8.30824","437.26410","377.41617","0.01311"
"97.20000","8.31653","437.79437","377.87387","0.01313"
"97.30000","8.32489","437.98239","378.03613","0.01314"
"97.40000","8.33321","438.40671","378.40237","0.01315"
"97.50000","8.34152","439.01724","378.92935","0.01316"
"97.60000","8.34982","438.95789","378.87811","0.01318"
"97.70000","8.35817","439.71280","379.52972","0.01319"
"97.80000","8.36658","440.01175","379.78775","0.01320"
"97.90000","8.37493","440.47379","380.18655","0.01322"
"98.00000","8.38323","440.83054","380.49448","0.01323"
"98.10000","8.39155","441.23874","380.84680","0.01324"
"98.20000","8.39987","441.40839","380.99323","0.01326"
"98.30000","8.40820","441.88586","381.40536","0.01327"
