Break (Cursor) : Flexure stress at Break (Cursor),"748.03339",MPa
Modulus (Automatic Young's) : Modulus (Automatic Young's),"29926.08830",MPa
Specimen properties : Support span,"125.00000",mm
Specimen properties : Thickness,"4.14000",mm
Specimen properties : Width,"12.86000",mm
Specimen properties : Specimen label,"3A"

Time,Extension,Load,Flexure stress,Flexure strain (Extension)
"26.10000","2.40589","131.77699","112.09834","0.00382"
"26.20000","2.41421","132.08641","112.36156","0.00384"
"26.30000","2.42253","132.72029","112.90078","0.00385"
"26.40000","2.43083","133.13765","113.25581","0.00386"
"26.50000","2.43924","133.53119","113.59058","0.00388"
"26.60000","2.44757","134.15675","114.12273","0.00389"
"26.70000","2.45592","134.64546","114.53846","0.00390"
"26.80000","2.46429","134.80898","114.67755","0.00392"
"26.90000","2.47260","135.22173","115.02866","0.00393"
"27.00000","2.48092","135.67903","115.41768","0.00394"
"27.10000","2.48919","136.12062","115.79333","0.00396"
"27.20000","2.49748","136.90665","116.46198","0.00397"
"27.30000","2.50585","137.10295","116.62896","0.00398"
"27.40000","2.51425","137.58179","117.03629","0.00400"
"27.50000","2.52258","138.08241","117.46216","0.00401"
"27.60000","2.53092","138.58394","117.88879","0.00402"
"27.70000","2.53926","139.05148","118.28651","0.00404"
"27.80000","2.54760","139.74631","118.87758","0.00405"
"27.90000","2.55595","139.84966","118.96549","0.00406"
"28.00000","2.56414","140.51569","119.53206","0.00408"
"28.10000","2.57251","141.29993","120.19919","0.00409"
"28.20000","2.58089","141.34659","120.23888","0.00410"
"28.30000","2.58923","141.67979","120.52233","0.00412"
"28.40000","2.59761","142.45927","121.18541","0.00413"
"28.50000","2.60596","142.72731","121.41342","0.00414"
"28.60000","2.61429","143.10548","121.73512","0.00416"
"28.70000","2.62260","143.56627","122.12709","0.00417"
"28.80000","2.63087","144.16681","122.63795","0.00418"
"28.90000","2.63921","144.39851","122.83505","0.00420"
"29.00000","2.64757","145.13940","123.46531","0.00421"
"29.10000","2.65584","145.45239","123.73155","0.00422"
"29.20000","2.66422","145.97148","124.17313","0.00424"
"29.30000","2.67265","146.39864","124.53649","0.00425"
"29.40000","2.68092","146.95474","125.00955","0.00426"
"29.50000","2.68926","147.39197","125.38148","0.00428"
"29.60000","2.69757","147.72980","125.66887","0.00429"
"29.70000","2.70588","148.34924","126.19581","0.00430"
"29.80000","2.71424","148.78212","126.56405","0.00431"
"29.90000","2.72252","149.16107","126.88641","0.00433"
"30.00000","2.73083","149.72523","127.36633","0.00434"
"30.10000","2.73925","149.87019","127.48963","0.00435"
"30.20000","2.74761","150.57132","128.08606","0.00437"
"30.30000","2.75592","151.03085","128.47697","0.00438"
"30.40000","2.76423","151.48053","128.85950","0.00439"
"30.50000","2.77257","151.77840","129.11288","0.00441"
"30.60000","2.78088","152.32732","129.57983","0.00442"
"30.70000","2.78921","152.98151","130.13632","0.00443"
"30.80000","2.79757","153.16747","130.29451","0.00445"
"30.90000","2.80590","153.58315","130.64812","0.00446"
"31.00000","2.81424","153.88582","130.90559","0.00447"
"31.10000","2.82261","154.72549","131.61987","0.00449"
"31.20000","2.83092","154.93024","131.79405","0.00450"
"31.30000","2.83926","155.67581","132.42828","0.00451"
"31.40000","2.84757","155.97972","132.68681","0.00453"
"31.50000","2.85585","156.76326","133.35333","0.00454"
"31.60000","2.86420","156.98000","133.53770","0.00455"
"31.70000","2.87261","157.45964","133.94572","0.00457"
"31.80000","2.88091","157.86136","134.28746","0.00458"
"31.90000","2.88923","158.42412","134.76617","0.00459"
"32.00000","2.89758","158.60577","134.92070","0.00461"
"32.10000","2.90592","158.98009","135.23912","0.00462"
"32.20000","2.91428","159.66420","135.82108","0.00463"
"32.30000","2.92252","160.04626","136.14609","0.00465"
"32.40000","2.93085","160.72484","136.72333","0.00466"
"32.50000","2.93925","161.06827","137.01547","0.00467"
"32.60000","2.94755","161.15387","137.08829","0.00469"
"32.70000","2.95591","162.11960","137.90981","0.00470"
"32.80000","2.96427","162.52077","138.25105","0.00471"
"32.90000","2.97258","162.70114","138.40450","0.00473"
"33.00000","2.98090","163.12822","138.76779","0.00474"
"33.10000","2.98925","163.73361","139.28279","0.00475"
"33.20000","2.99752","164.22188","139.69814","0.00477"
"33.30000","3.00589","164.60551","140.02449","0.00478"
"33.40000","3.01421","165.16528","140.50066","0.00479"
"33.50000","3.02254","165.52423","140.80600","0.00481"
"33.60000","3.03095","166.04903","141.25243","0.00482"
"33.70000","3.03931","166.36171","141.51842","0.00483"
"33.80000","3.04757","167.14056","142.18097","0.00484"
"33.90000","3.05587","167.35181","142.36067","0.00486"
"34.00000","3.06422","167.83662","142.77309","0.00487"
"34.10000","3.07256","167.99335","142.90640","0.00488"
"34.20000","3.08087","168.69666","143.50468","0.00490"
"34.30000","3.08916","169.19507","143.92867","0.00491"
"34.40000","3.09759","169.65019","144.31583","0.00492"
"34.50000","3.10599","170.11830","144.71404","0.00494"
"34.60000","3.11427","170.47832","145.02028","0.00495"
"34.70000","3.12257","171.09790","145.54735","0.00496"
"34.80000","3.13087","171.38373","145.79048","0.00498"
"34.90000","3.13920","172.02824","146.33876","0.00499"
"35.00000","3.14755","172.50020","146.74023","0.00500"
"35.10000","3.15589","172.80704","147.00125","0.00502"
"35.20000","3.16422","173.40096","147.50647","0.00503"
"35.30000","3.17261","173.76729","147.81810","0.00504"
"35.40000","3.18092","174.01559","148.02933","0.00506"
"35.50000","3.18929","174.83824","148.72913","0.00507"
"35.60000","3.19762","175.28313","149.10757","0.00508"
"35.70000","3.20585","175.53058","149.31808","0.00510"
"35.80000","3.21417","175.87138","149.60799","0.00511"
"35.90000","3.22253","176.42606","150.07983","0.00512"
"36.00000","3.23086","176.93484","150.51263","0.00514"
"36.10000","3.23926","177.37933","150.89075","0.00515"
"36.20000","3.24762","178.01254","151.42940","0.00516"
"36.30000","3.25592","178.48718","151.83316","0.00518"
"36.40000","3.26430","178.66885","151.98770","0.00519"
"36.50000","3.27262","179.12854","152.37874","0.00520"
"36.60000","3.28082","179.38013","152.59276","0.00522"
"36.70000","3.28917","180.58492","153.61763","0.00523"
"36.80000","3.29755","180.48679","153.53416","0.00524"
"36.90000","3.30589","181.04630","154.01012","0.00526"
"37.00000","3.31425","181.50230","154.39803","0.00527"
"37.10000","3.32262","181.91713","154.75090","0.00528"
"37.20000","3.33095","182.39047","155.15356","0.00530"
"37.30000","3.33930","183.19116","155.83469","0.00531"
"37.40000","3.34758","183.18864","155.83253","0.00532"
"37.50000","3.35586","183.69833","156.26611","0.00534"
"37.60000","3.36422","184.39455","156.85837","0.00535"
"37.70000","3.37250","184.60951","157.04123","0.00536"
"37.80000","3.38085","185.07301","157.43552","0.00537"
"37.90000","3.38926","185.56874","157.85721","0.00539"
"38.00000","3.39762","186.01254","158.23474","0.00540"
"38.10000","3.40596","186.53578","158.67984","0.00541"
"38.20000","3.41424","186.78134","158.88873","0.00543"
"38.30000","3.42257","187.61566","159.59846","0.00544"
"38.40000","3.43091","187.91476","159.85289","0.00545"
"38.50000","3.43919","188.36888","160.23920","0.00547"
"38.60000","3.44750","188.81728","160.62064","0.00548"
"38.70000","3.45586","189.12424","160.88176","0.00549"
"38.80000","3.46426","189.40973","161.12462","0.00551"
"38.90000","3.47260","189.97490","161.60538","0.00552"
"39.00000","3.48090","190.43877","161.99998","0.00553"
"39.10000","3.48926","190.86479","162.36238","0.00555"
"39.20000","3.49759","191.40872","162.82509","0.00556"
"39.30000","3.50588","191.98242","163.31313","0.00557"
"39.40000","3.51420","192.31456","163.59566","0.00559"
"39.50000","3.52252","192.54068","163.78801","0.00560"
"39.60000","3.53088","193.15668","164.31201","0.00561"
"39.70000","3.53927","193.64995","164.73163","0.00563"
"39.80000","3.54757","194.46849","165.42793","0.00564"
"39.90000","3.55594","194.42407","165.39015","0.00565"
"40.00000","3.56426","195.09467","165.96060","0.00567"
"40.10000","3.57253","195.55095","166.34874","0.00568"
"40.20000","3.58087","195.78442","166.54736","0.00569"
"40.30000","3.58925","196.18967","166.89209","0.00571"
"40.40000","3.59756","196.68980","167.31754","0.00572"
"40.50000","3.60590","197.03088","167.60768","0.00573"
"40.60000","3.61419","197.72978","168.20221","0.00575"
"40.70000","3.62260","198.20811","168.60912","0.00576"
"40.80000","3.63097","198.65459","168.98891","0.00577"
"40.90000","3.63922","199.23892","169.48598","0.00579"
"41.00000","3.64752","199.66263","169.84642","0.00580"
"41.10000","3.65590","199.69168","169.87112","0.00581"
"41.20000","3.66422","200.20651","170.30908","0.00583"
"41.30000","3.67257","200.71713","170.74345","0.00584"
"41.40000","3.68091","201.28664","171.22791","0.00585"
"41.50000","3.68924","201.82864","171.68898","0.00587"
"41.60000","3.69760","202.21637","172.01880","0.00588"
"41.70000","3.70589","202.63850","172.37790","0.00589"
"41.80000","3.71420","203.20821","172.86252","0.00590"
"41.90000","3.72258","203.61449","173.20813","0.00592"
"42.00000","3.73081","203.89363","173.44559","0.00593"
"42.10000","3.73921","204.71945","174.14809","0.00594"
"42.20000","3.74760","204.88725","174.29083","0.00596"
"42.30000","3.75590","205.29329","174.63623","0.00597"
"42.40000","3.76430","205.71323","174.99345","0.00598"
"42.50000","3.77260","206.10983","175.33084","0.00600"
"42.60000","3.78086","206.58899","175.73845","0.00601"
"42.70000","3.78927","207.42261","176.44757","0.00602"
"42.80000","3.79757","207.64209","176.63428","0.00604"
"42.90000","3.80579","207.64571","176.63736","0.00605"
"43.00000","3.81426","208.48164","177.34846","0.00606"
"43.10000","3.82264","208.82852","177.64354","0.00608"
"43.20000","3.83093","209.23111","177.98601","0.00609"
"43.30000","3.83929","209.84323","178.50671","0.00610"
"43.40000","3.84756","210.25414","178.85626","0.00612"
"43.50000","3.85589","210.47672","179.04561","0.00613"
"43.60000","3.86424","211.34157","179.78131","0.00614"
"43.70000","3.87248","211.44696","179.87096","0.00616"
"43.80000","3.88086","211.89915","180.25563","0.00617"
"43.90000","3.88926","212.38692","180.67055","0.00618"
"44.00000","3.89759","212.63361","180.88040","0.00620"
"44.10000","3.90594","213.35587","181.49480","0.00621"
"44.20000","3.91431","213.65836","181.75212","0.00622"
"44.30000","3.92255","214.04091","182.07755","0.00624"
"44.40000","3.93088","214.77010","182.69785","0.00625"
"44.50000","3.93920","215.23622","183.09436","0.00626"
"44.60000","3.94750","215.39841","183.23233","0.00628"
"44.70000","3.95590","216.12718","183.85226","0.00629"
"44.80000","3.96425","216.22420","183.93480","0.00630"
"44.90000","3.97256","216.93364","184.53830","0.00632"
"45.00000","3.98097","217.13596","184.71040","0.00633"
"45.10000","3.98933","217.80121","185.27631","0.00634"
"45.20000","3.99756","218.20969","185.62379","0.00636"
"45.30000","4.00585","218.67551","186.02005","0.00637"
"45.40000","4.01418","219.19289","186.46016","0.00638"
"45.50000","4.02252","219.66498","186.86176","0.00639"
"45.60000","4.03089","219.82535","186.99818","0.00641"
"45.70000","4.03924","220.36827","187.46002","0.00642"
"45.80000","4.04760","220.76445","187.79704","0.00643"
"45.90000","4.05598","221.40392","188.34102","0.00645"
"46.00000","4.06430","221.96112","188.81500","0.00646"
"46.10000","4.07256","222.17802","188.99953","0.00647"
"46.20000","4.08088","222.42889","189.21292","0.00649"
"46.30000","4.08919","223.10933","189.79175","0.00650"
"46.40000","4.09750","223.26810","189.92680","0.00651"
"46.50000","4.10586","223.88089","190.44809","0.00653"
"46.60000","4.11426","224.12506","190.65581","0.00654"
"46.70000","4.12262","224.57088","191.03505","0.00655"
"46.80000","4.13094","225.07217","191.46149","0.00657"
"46.90000","4.13927","225.78281","192.06599","0.00658"
"47.00000","4.14760","226.18935","192.41182","0.00659"
"47.10000","4.15590","226.59167","192.75407","0.00661"
"47.20000","4.16417","227.23503","193.30135","0.00662"
"47.30000","4.17249","227.26463","193.32654","0.00663"
"47.40000","4.18090","228.12434","194.05786","0.00665"
"47.50000","4.18927","228.28712","194.19633","0.00666"
"47.60000","4.19758","228.85149","194.67642","0.00667"
"47.70000","4.20591","229.25536","195.01997","0.00669"
"47.80000","4.21427","229.57120","195.28865","0.00670"
"47.90000","4.22259","229.99324","195.64767","0.00671"
"48.00000","4.23090","230.52917","196.10358","0.00673"
"48.10000","4.23917","230.71162","196.25877","0.00674"
"48.20000","4.24754","231.65865","197.06438","0.00675"
"48.30000","4.25591","231.91504","197.28249","0.00677"
"48.40000","4.26423","232.29503","197.60573","0.00678"
"48.50000","4.27262","232.63397","197.89406","0.00679"
"48.60000","4.28094","233.41246","198.55629","0.00681"
"48.70000","4.28924","233.56274","198.68413","0.00682"
"48.80000","4.29755","234.29517","199.30717","0.00683"
"48.90000","4.30587","234.48357","199.46744","0.00685"
"49.00000","4.31422","235.07954","199.97443","0.00686"
"49.10000","4.32257","235.33635","200.19287","0.00687"
"49.20000","4.33084","235.89626","200.66917","0.00689"
"49.30000","4.33924","236.38953","201.08878","0.00690"
"49.40000","4.34766","236.48470","201.16974","0.00691"
"49.50000","4.35588","237.13905","201.72638","0.00692"
"49.60000","4.36421","237.32207","201.88206","0.00694"
"49.70000","4.37255","237.95802","202.42305","0.00695"
"49.80000","4.38086","238.35397","202.75987","0.00696"
"49.90000","4.38926","238.77629","203.11913","0.00698"
"50.00000","4.39754","239.10318","203.39719","0.00699"
"50.10000","4.40588","240.09880","204.24414","0.00700"
"50.20000","4.41430","240.05788","204.20932","0.00702"
"50.30000","4.42258","240.60124","204.67154","0.00703"
