Time,Extension,Load
(s),(mm),(N)
"0.00000","2.04068","25.76112"
"0.10000","2.06425","30.34016"
"0.20000","2.11498","38.63658"
"0.30000","2.16526","46.14971"
"0.40000","2.21542","53.44320"
"0.50000","2.26549","60.74374"
"0.60000","2.31545","67.84852"
"0.70000","2.36540","75.17036"
"0.80000","2.41541","82.51260"
"0.90000","2.46539","89.79272"
"1.00000","2.51543","97.13780"
"1.10000","2.56548","104.39495"
"1.20000","2.61548","111.42478"
"1.30000","2.66546","118.70967"
"1.40000","2.71542","125.80231"
"1.50000","2.76537","132.95644"
"1.60000","2.81539","140.29636"
"1.70000","2.86547","147.50447"
"1.80000","2.91557","154.81525"
"1.90000","2.96545","162.17714"
"2.00000","3.01536","169.33891"
"2.10000","3.06536","176.74504"
"2.20000","3.11548","184.16565"
"2.30000","3.16557","191.61674"
"2.40000","3.21552","198.94939"
"2.50000","3.26540","206.37468"
"2.60000","3.31539","213.89003"
"2.70000","3.36537","221.42581"
"2.80000","3.41544","228.78664"
"2.90000","3.46559","236.25290"
"3.00000","3.51551","243.79086"
"3.10000","3.56539","251.32228"
"3.20000","3.61537","258.89948"
"3.30000","3.66538","266.52499"
"3.40000","3.71553","274.11252"
"3.50000","3.76550","281.90768"
"3.60000","3.81548","289.43677"
"3.70000","3.86542","297.07556"
"3.80000","3.91540","304.80536"
"3.90000","3.96539","312.68933"
"4.00000","4.01549","320.37720"
"4.10000","4.06552","328.17432"
"4.20000","4.11546","335.88992"
"4.30000","4.16540","343.79980"
"4.40000","4.21535","351.55859"
"4.50000","4.26541","359.35828"
"4.60000","4.31554","367.37366"
"4.70000","4.36558","375.22452"
"4.80000","4.41544","383.02267"
"4.90000","4.46536","390.89709"
"5.00000","4.51538","398.94803"
"5.10000","4.56546","406.77441"
"5.20000","4.61556","414.87943"
"5.30000","4.66552","422.89450"
"5.40000","4.71543","430.75558"
"5.50000","4.76539","438.78177"
"5.60000","4.81538","446.92630"
"5.70000","4.86547","454.93549"
"5.80000","4.91558","463.11334"
"5.90000","4.96544","471.19571"
"6.00000","5.01539","479.51010"
"6.10000","5.06539","487.82364"
"6.20000","5.11543","495.99979"
"6.30000","5.16547","504.39575"
"6.40000","5.21550","512.85706"
"6.50000","5.26548","521.67487"
"6.60000","5.31546","530.85394"
"6.70000","5.36539","539.84448"
"6.80000","5.41536","549.00281"
"6.90000","5.46546","558.21259"
"7.00000","5.51554","567.34381"
"7.10000","5.56551","576.37811"
"7.20000","5.61545","585.39276"
"7.30000","5.66537","594.52319"
"7.40000","5.71538","603.66614"
"7.50000","5.76548","612.75568"
"7.60000","5.81554","622.00958"
"7.70000","5.86550","631.26373"
"7.80000","5.91541","640.39471"
"7.90000","5.96537","649.63446"
"8.00000","6.01538","658.66986"
"8.10000","6.06550","668.05823"
"8.20000","6.11557","677.39313"
"8.30000","6.16547","686.48254"
"8.40000","6.21541","695.63141"
"8.50000","6.26535","704.94171"
"8.60000","6.31546","714.22772"
"8.70000","6.36552","723.56683"
"8.80000","6.41548","732.75452"
"8.90000","6.46546","741.93793"
"9.00000","6.51543","751.25372"
"9.10000","6.56536","760.56970"
"9.20000","6.61540","769.96503"
"9.30000","6.66552","779.32965"
"9.40000","6.71554","788.60980"
"9.50000","6.76547","798.05322"
"9.60000","6.81540","807.28754"
"9.70000","6.86536","816.85901"
"9.80000","6.91543","826.22784"
"9.90000","6.96552","835.60077"
"10.00000","7.01552","845.25708"
"10.10000","7.06544","854.70312"
"10.20000","7.11537","864.45465"
"10.30000","7.16540","874.08014"
"10.40000","7.21548","883.58643"
"10.50000","7.26555","893.30310"
"10.60000","7.31552","903.10248"
"10.70000","7.36539","912.59277"
"10.80000","7.41536","922.33734"
"10.90000","7.46540","932.00867"
"11.00000","7.51551","941.82001"
"11.10000","7.56555","951.70288"
"11.20000","7.61545","961.26550"
"11.30000","7.66540","970.97766"
"11.40000","7.71537","980.61346"
"11.50000","7.76546","990.19940"
"11.60000","7.81550","999.89716"
"11.60200","7.81649","1000.08386"
