Time,Extension,Load
(s),(mm),(N)
"0.00000","0.15364","10.39458"
"0.10000","0.24303","14.76459"
"0.20000","0.24245","15.71614"
"0.30000","0.26788","19.23010"
"0.40000","0.29303","21.78156"
"0.50000","0.31819","24.22201"
"0.60000","0.34305","26.30895"
"0.70000","0.36830","28.64371"
"0.80000","0.39313","30.97720"
"0.90000","0.41818","33.23439"
"1.00000","0.44316","35.58726"
"1.10000","0.46807","37.95154"
"1.20000","0.49325","40.32511"
"1.30000","0.51808","42.66337"
"1.40000","0.54322","44.98741"
"1.50000","0.56813","47.32206"
"1.60000","0.59309","49.76218"
"1.70000","0.61823","52.13824"
"1.80000","0.64309","54.40682"
"1.90000","0.66825","56.82050"
"2.00000","0.69308","59.14805"
"2.10000","0.71816","61.53139"
"2.20000","0.74315","63.91234"
"2.30000","0.76811","66.21468"
"2.40000","0.79329","68.67075"
"2.50000","0.81809","71.02015"
"2.60000","0.84321","73.27595"
"2.70000","0.86812","75.63006"
"2.80000","0.89309","78.08157"
"2.90000","0.91822","80.38504"
"3.00000","0.94309","82.79279"
"3.10000","0.96824","85.07510"
"3.20000","0.99309","87.35684"
"3.30000","1.01815","89.84222"
"3.40000","1.04321","92.18147"
"3.50000","1.06808","94.42339"
"3.60000","1.09329","96.88714"
"3.70000","1.11807","99.17205"
"3.80000","1.14316","101.49461"
"3.90000","1.16814","103.82204"
"4.00000","1.19308","106.22639"
"4.10000","1.21828","108.44776"
"4.20000","1.24307","110.90436"
"4.30000","1.26825","113.22706"
"4.40000","1.29312","115.54479"
"4.50000","1.31812","117.85013"
"4.60000","1.34321","120.20398"
"4.70000","1.36805","122.35792"
"4.80000","1.39324","124.78808"
"4.90000","1.41809","127.03347"
"5.00000","1.44321","129.39360"
"5.10000","1.46815","131.72508"
"5.20000","1.49310","133.93745"
"5.30000","1.51828","136.21793"
"5.40000","1.54308","138.67484"
"5.50000","1.56821","141.05037"
"5.60000","1.59312","143.18446"
"5.70000","1.61810","145.53883"
"5.80000","1.64323","147.82048"
"5.90000","1.66805","150.08685"
"6.00000","1.69328","152.41826"
"6.10000","1.71806","154.63458"
"6.20000","1.74318","157.05038"
"6.30000","1.76819","159.31613"
"6.40000","1.79309","161.62805"
"6.50000","1.81827","163.82268"
"6.60000","1.84310","166.22899"
"6.70000","1.86817","168.51471"
"6.80000","1.89309","170.71245"
"6.90000","1.91807","173.07028"
"7.00000","1.94322","175.41646"
"7.10000","1.96808","177.58046"
"7.20000","1.99331","179.88644"
"7.30000","2.01811","182.14291"
"7.40000","2.04317","184.40121"
"7.50000","2.06822","186.75485"
"7.60000","2.09307","188.92824"
"7.70000","2.11826","191.18329"
"7.80000","2.14303","193.50258"
"7.90000","2.16820","195.83765"
"8.00000","2.19312","198.06071"
"8.10000","2.21810","200.31456"
"8.20000","2.24331","202.52744"
"8.30000","2.26806","204.78119"
"8.40000","2.29326","207.14830"
"8.50000","2.31809","209.29382"
"8.60000","2.34312","211.52597"
"8.70000","2.36821","213.79622"
"8.80000","2.39305","215.98381"
"8.90000","2.41828","218.30797"
"9.00000","2.44306","220.53790"
"9.10000","2.46824","222.76872"
"9.20000","2.49318","225.02219"
"9.30000","2.51810","227.27184"
"9.40000","2.54328","229.47791"
"9.50000","2.56807","231.75827"
"9.60000","2.59320","233.99554"
"9.70000","2.61808","236.26286"
"9.80000","2.64314","238.29996"
"9.90000","2.66819","240.72379"
"10.00000","2.69309","242.94632"
"10.10000","2.71826","245.15411"
"10.20000","2.74309","247.29749"
"10.30000","2.76818","249.59157"
"10.40000","2.79317","251.82599"
"10.50000","2.81810","253.98100"
"10.60000","2.84326","256.25491"
"10.70000","2.86807","258.44211"
"10.80000","2.89321","260.67068"
"10.90000","2.91812","262.85843"
"11.00000","2.94310","265.08597"
"11.10000","2.96826","267.30695"
"11.20000","2.99306","269.54056"
"11.30000","3.01826","271.81668"
"11.40000","3.04313","273.96109"
"11.50000","3.06814","276.01666"
"11.60000","3.09318","278.24704"
"11.70000","3.11807","280.67813"
"11.80000","3.14327","282.67868"
"11.90000","3.16805","284.96317"
"12.00000","3.19323","287.33325"
"12.10000","3.21815","289.30231"
"12.20000","3.24310","291.51138"
"12.30000","3.26826","293.79691"
"12.40000","3.29306","296.04333"
"12.50000","3.31824","298.14771"
"12.60000","3.34308","300.16455"
"12.70000","3.36815","302.53088"
"12.80000","3.39319","304.79337"
"12.90000","3.41806","306.99100"
"13.00000","3.44332","309.22134"
"13.10000","3.46806","311.27078"
"13.20000","3.49320","313.57925"
"13.30000","3.51813","315.74026"
"13.40000","3.54309","317.95709"
"13.50000","3.56825","320.16843"
"13.60000","3.59310","322.38440"
"13.70000","3.61825","324.56717"
"13.80000","3.64311","326.59140"
"13.90000","3.66817","328.94717"
"14.00000","3.69322","331.14114"
"14.10000","3.71809","333.29111"
"14.20000","3.74322","335.52084"
"14.30000","3.76809","337.70139"
"14.40000","3.79316","339.94662"
"14.50000","3.81815","342.08069"
"14.60000","3.84308","344.22504"
"14.70000","3.86826","346.48041"
"14.80000","3.89309","348.65701"
"14.90000","3.91821","350.89923"
"15.00000","3.94312","353.12250"
"15.10000","3.96812","355.22598"
"15.20000","3.99326","357.31354"
"15.30000","4.01806","359.60599"
"15.40000","4.04326","361.73889"
"15.50000","4.06811","363.89877"
"15.60000","4.09315","366.07217"
"15.70000","4.11818","368.32535"
"15.80000","4.14309","370.45596"
"15.90000","4.16830","372.58514"
"16.00000","4.19306","374.91028"
"16.10000","4.21821","377.15723"
"16.20000","4.24313","379.18585"
"16.30000","4.26806","381.39279"
"16.40000","4.29323","383.47910"
"16.50000","4.31807","385.79221"
"16.60000","4.34327","387.90881"
"16.70000","4.36809","390.07504"
"16.80000","4.39316","392.30396"
"16.90000","4.41821","394.41852"
"17.00000","4.44310","396.66202"
"17.10000","4.46827","398.85220"
"17.20000","4.49308","400.98917"
"17.30000","4.51820","403.15198"
"17.40000","4.54310","405.29434"
"17.50000","4.56810","407.49203"
"17.60000","4.59323","409.72601"
"17.70000","4.61809","411.81262"
"17.80000","4.64327","414.10727"
"17.90000","4.66811","416.28177"
"18.00000","4.69317","418.33981"
"18.10000","4.71823","420.55215"
"18.20000","4.74309","422.78244"
"18.30000","4.76825","424.88016"
"18.40000","4.79308","426.91501"
"18.50000","4.81816","429.16656"
"18.60000","4.84314","431.25073"
"18.70000","4.86809","433.44385"
"18.80000","4.89327","435.57138"
"18.90000","4.91808","437.77777"
"19.00000","4.94324","439.91675"
"19.10000","4.96813","441.98004"
"19.20000","4.99311","444.27560"
"19.30000","5.01823","446.37262"
"19.40000","5.04308","448.55792"
"19.50000","5.06825","450.70038"
"19.60000","5.09306","452.86621"
"19.70000","5.11812","454.99350"
"19.80000","5.14319","457.02341"
"19.90000","5.16808","459.20090"
"20.00000","5.19331","461.41739"
"20.10000","5.21806","463.50867"
"20.20000","5.24322","465.59592"
"20.30000","5.26815","467.77603"
"20.40000","5.29308","469.94510"
"20.50000","5.31824","472.04526"
"20.60000","5.34306","474.26270"
"20.70000","5.36828","476.48392"
"20.80000","5.39309","478.42859"
"20.90000","5.41816","480.68472"
"21.00000","5.44319","482.80185"
"21.10000","5.46810","484.84518"
"21.20000","5.49323","487.10083"
"21.30000","5.51806","489.14346"
"21.40000","5.54320","491.23517"
"21.50000","5.56814","493.45755"
"21.60000","5.59313","495.51678"
"21.70000","5.61828","497.71783"
"21.80000","5.64309","499.76410"
"21.90000","5.66823","501.87628"
"22.00000","5.69308","504.03867"
"22.10000","5.71814","506.09882"
"22.20000","5.74320","508.32751"
"22.30000","5.76807","510.30853"
"22.40000","5.79325","512.45764"
"22.50000","5.81809","514.60217"
"22.60000","5.84319","516.75970"
"22.70000","5.86816","518.78027"
"22.80000","5.89311","520.98285"
"22.90000","5.91827","523.01636"
"23.00000","5.94305","525.21356"
"23.10000","5.96820","527.43573"
"23.20000","5.99311","529.40253"
"23.30000","6.01812","531.54816"
"23.40000","6.04325","533.68433"
"23.50000","6.06808","535.57648"
"23.60000","6.09325","537.81085"
"23.70000","6.11809","539.83289"
"23.80000","6.14314","541.93500"
"23.90000","6.16818","544.01843"
"24.00000","6.19306","546.22809"
"24.10000","6.21823","548.25446"
"24.20000","6.24307","550.40167"
"24.30000","6.26824","552.49371"
"24.40000","6.29314","554.43341"
"24.50000","6.31813","556.70465"
"24.60000","6.34327","558.73187"
"24.70000","6.36806","560.83130"
"24.80000","6.39324","562.96771"
"24.90000","6.41808","565.03198"
"25.00000","6.44316","567.13654"
"25.10000","6.46817","569.17578"
"25.20000","6.49308","571.24005"
"25.30000","6.51827","573.48834"
"25.40000","6.54308","575.54565"
"25.50000","6.56823","577.58411"
"25.60000","6.59316","579.70911"
"25.70000","6.61813","581.60400"
"25.80000","6.64325","583.81616"
"25.90000","6.66808","585.92285"
"26.00000","6.69318","588.02136"
"26.10000","6.71808","589.97180"
"26.20000","6.74312","592.06433"
"26.30000","6.76818","594.07977"
"26.40000","6.79309","596.30042"
"26.50000","6.81829","598.25525"
"26.60000","6.84311","600.30865"
"26.70000","6.86820","602.55078"
"26.80000","6.89317","604.48364"
"26.90000","6.91808","606.49127"
"27.00000","6.94323","608.75037"
"27.10000","6.96803","610.67285"
"27.20000","6.99324","612.78741"
"27.30000","7.01810","614.65350"
"27.40000","7.04314","616.78870"
"27.50000","7.06825","618.91101"
"27.60000","7.09306","621.00140"
"27.70000","7.11826","623.09161"
"27.80000","7.14307","625.01373"
"27.90000","7.16817","627.15833"
"28.00000","7.19316","629.14758"
"28.10000","7.21808","631.15466"
"28.20000","7.24328","633.20374"
"28.30000","7.26807","635.29840"
"28.40000","7.29324","637.35724"
"28.50000","7.31815","639.38214"
"28.60000","7.34314","641.45203"
"28.70000","7.36827","643.49579"
"28.80000","7.39305","645.44720"
"28.90000","7.41826","647.58917"
"29.00000","7.44309","649.61023"
"29.10000","7.46816","651.66125"
"29.20000","7.49318","653.81531"
"29.30000","7.51810","655.73492"
"29.40000","7.54327","657.80786"
"29.50000","7.56806","659.81964"
"29.60000","7.59321","661.90997"
"29.70000","7.61813","663.87329"
"29.80000","7.64310","666.08246"
"29.90000","7.66824","667.97736"
"30.00000","7.69307","669.97131"
"30.10000","7.71826","671.88812"
"30.20000","7.74308","673.98041"
"30.30000","7.76812","676.05371"
"30.40000","7.79319","678.09619"
"30.50000","7.81807","680.11682"
"30.60000","7.84326","682.09259"
"30.70000","7.86812","684.14581"
"30.80000","7.89319","686.14252"
"30.90000","7.91814","688.22180"
"31.00000","7.94310","690.30530"
"31.10000","7.96823","692.12024"
