Time,Extension,Load
(s),(mm),(N)
"0.00000","2.36015","20.89641"
"0.10000","2.38363","24.15137"
"0.20000","2.43463","30.64368"
"0.30000","2.48487","37.09013"
"0.40000","2.53491","43.43200"
"0.50000","2.58484","49.79305"
"0.60000","2.63482","56.11139"
"0.70000","2.68489","62.40651"
"0.80000","2.73507","68.73569"
"0.90000","2.78503","75.17599"
"1.00000","2.83488","81.42953"
"1.10000","2.88487","87.70493"
"1.20000","2.93491","94.00880"
"1.30000","2.98499","100.29259"
"1.40000","3.03508","106.59504"
"1.50000","3.08498","112.86298"
"1.60000","3.13491","119.10175"
"1.70000","3.18489","125.46865"
"1.80000","3.23492","131.84148"
"1.90000","3.28496","138.14223"
"2.00000","3.33502","144.45325"
"2.10000","3.38504","150.77887"
"2.20000","3.43495","157.22632"
"2.30000","3.48491","163.58849"
"2.40000","3.53493","170.01735"
"2.50000","3.58500","176.39342"
"2.60000","3.63502","183.04147"
"2.70000","3.68502","189.63834"
"2.80000","3.73493","196.20277"
"2.90000","3.78490","202.76883"
"3.00000","3.83489","209.51924"
"3.10000","3.88497","215.96327"
"3.20000","3.93509","222.74681"
"3.30000","3.98501","229.33379"
"3.40000","4.03489","235.84216"
"3.50000","4.08487","242.59355"
"3.60000","4.13493","249.12903"
"3.70000","4.18509","255.66020"
"3.80000","4.23504","262.38269"
"3.90000","4.28493","268.82788"
"4.00000","4.33490","275.32645"
"4.10000","4.38490","281.81464"
"4.20000","4.43498","288.24738"
"4.30000","4.48508","294.74649"
"4.40000","4.53499","301.30005"
"4.50000","4.58491","307.99307"
"4.60000","4.63491","314.47647"
"4.70000","4.68492","321.08981"
"4.80000","4.73498","327.64798"
"4.90000","4.78506","334.24796"
"5.00000","4.83498","340.92111"
"5.10000","4.88492","347.53619"
"5.20000","4.93489","354.14594"
"5.30000","4.98495","360.77731"
"5.40000","5.03499","367.38080"
"5.50000","5.08503","374.03662"
"5.60000","5.13503","380.49469"
"5.70000","5.18494","387.07956"
"5.80000","5.23488","393.65854"
"5.90000","5.28490","400.26709"
"6.00000","5.33502","406.81659"
"6.10000","5.38509","413.42368"
"6.20000","5.43498","419.96948"
"6.30000","5.48487","426.44577"
"6.40000","5.53489","432.95700"
"6.50000","5.58493","439.48969"
"6.60000","5.63501","446.21210"
"6.70000","5.68504","452.87613"
"6.80000","5.73495","459.54584"
"6.90000","5.78493","466.16696"
"7.00000","5.83488","472.99265"
"7.10000","5.88494","479.76807"
"7.20000","5.93504","486.57321"
"7.30000","5.98504","493.44604"
"7.40000","6.03499","500.21884"
"7.50000","6.08495","507.08282"
"7.60000","6.13489","513.92413"
"7.70000","6.18491","520.85791"
"7.80000","6.23500","527.86450"
"7.90000","6.28502","534.75586"
"8.00000","6.33500","541.74701"
"8.10000","6.38496","548.64154"
"8.20000","6.43488","555.29572"
"8.30000","6.48487","562.20544"
"8.40000","6.53499","568.89008"
"8.50000","6.58510","575.57385"
"8.60000","6.63500","582.40771"
"8.70000","6.68488","589.06921"
"8.80000","6.73483","595.65027"
"8.90000","6.78495","602.37073"
"9.00000","6.83508","609.05334"
"9.10000","6.88502","615.54028"
"9.20000","6.93495","622.18823"
"9.30000","6.98490","628.83990"
"9.40000","7.03487","635.38440"
"9.50000","7.08498","642.15979"
"9.60000","7.13508","648.89563"
"9.70000","7.18502","655.58423"
"9.80000","7.23492","662.37885"
"9.90000","7.28490","669.16949"
"10.00000","7.33491","675.93823"
"10.10000","7.38500","682.88275"
"10.20000","7.43501","689.52991"
"10.30000","7.48499","696.33173"
"10.40000","7.53498","703.24939"
"10.50000","7.58491","710.21423"
"10.60000","7.63493","717.04547"
"10.70000","7.68500","724.04773"
"10.80000","7.73501","731.15356"
"10.90000","7.78500","738.29462"
"11.00000","7.83493","745.53888"
"11.10000","7.88484","752.80762"
"11.20000","7.93493","760.13098"
"11.30000","7.98503","767.26154"
"11.40000","8.03506","774.54492"
"11.50000","8.08492","781.66461"
"11.60000","8.13489","788.83899"
"11.70000","8.18491","796.05023"
"11.80000","8.23497","803.19971"
"11.90000","8.28506","810.47034"
"12.00000","8.33503","817.65710"
"12.10000","8.38496","824.70721"
"12.20000","8.43492","831.77264"
"12.30000","8.48487","838.96814"
"12.40000","8.53497","846.01678"
"12.50000","8.58506","853.05963"
"12.60000","8.63496","860.10516"
"12.70000","8.68495","867.08673"
"12.80000","8.73495","874.18372"
"12.90000","8.78492","881.15643"
"13.00000","8.83494","888.25922"
"13.10000","8.88500","895.28363"
"13.20000","8.93503","902.11530"
"13.30000","8.98500","909.10864"
"13.40000","9.03489","916.11053"
"13.50000","9.08487","922.90149"
"13.60000","9.13498","929.76971"
"13.70000","9.18506","936.69165"
"13.80000","9.23507","943.53424"
"13.90000","9.28496","950.43665"
"14.00000","9.33485","957.24512"
"14.10000","9.38488","964.02484"
"14.20000","9.43497","970.93640"
"14.30000","9.48506","977.62506"
"14.40000","9.53506","984.49084"
"14.50000","9.58497","991.35040"
"14.60000","9.63486","998.19617"
"14.62600","9.64792","1000.00751"
